id;X.id;addr.city;addr.city.ca;addr.city.en;addr.city.es;addr.floor;addr.housenumber;addr.postcode;addr.street;addr.street.ca;addr.street.es;addr.unit;alt_name;alt_name.ca;alt_name.en;alt_name.es;amenity;atm;atm.network;atm.operator;branch;brand;brand..2021;brand.ca;brand.en;brand.es;brand.website;brand.wikidata;brand.wikidata..2021;brand.wikipedia;brand.wikipedia..2021;building;building.floor;building.levels.underground;check_date;check_date.opening_hours;contact.email;contact.phone;contact.website;drive_through;level;name;name..2021;name.1926.2010;name.1991.2010;name.2010.2018;name.2011.2016;name.ca;name.en;name.es;network;nohousenumber;note;official_name;old_name;opening_hours;operator;operator..2021;operator.wikidata;operator.wikidata..2021;operator.wikipedia;operator.wikipedia..2021;phone;ref;short_name;source;website;wheelchair;wikidata;wikipedia;longitud;latitud
node/3657800640;node/3657800640;NA;NA;NA;NA;NA;10;NA;Carrer de les Barques;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Mediolanum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31/03/2024;NA;info@mediolanum.es;+34 900 800 310;https://bancomediolanum.es;NA;NA;Banco Mediolanum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mo-Fr 09:00-14:00,16:00-19:00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Q16489448;NA;-0,374073;39,4703237
node/3657800662;node/3657800662;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3723978;39,4711676
node/3657800672;node/3657800672;NA;NA;NA;NA;NA;8;NA;Carrer de les Barques;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;31/03/2024;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3742823;39,4702934
node/3658278555;node/3658278555;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,373754;39,4646221
node/3658278556;node/3658278556;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Popular;Banc Popular;Popular Bank;Banco Popular;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;Banco Popular Español;NA;NA;NA;NA;NA;NA;NA;NA;NA;BPPR;NA;NA;NA;NA;NA;-0,3719903;39,4634799
node/3699314138;node/3699314138;València;NA;NA;NA;NA;17;46010;Calle Alboraya;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;no;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mo-Fr 08:15-14:15;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;+34 963612650;NA;NA;NA;NA;NA;NA;NA;-0,3709894;39,4814575
node/4165872391;node/4165872391;València;NA;NA;NA;NA;22;46002;Carrer de Sant Vicent Màrtir;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;ING;NA;NA;NA;NA;NA;Q645708;NA;en:ING Group;NA;NA;NA;NA;22/10/2025;NA;NA;NA;NA;NA;NA;ING;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo-Th 08:00-19:00; Fr 08:00-14:30";ING Bank NV, Sucursal en España;NA;NA;NA;NA;NA;+34 91 206 66 55;NA;NA;survey;https://www.ing.es/oficinas-cajeros/valencia/oficina-san-vicente-martir;yes;NA;NA;-0,3772565;39,4718834
node/4225859792;node/4225859792;NA;NA;NA;NA;NA;NA;46008;Gran Via Ferran 'el Catòlic';NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3869307;39,4742663
node/4366597895;node/4366597895;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,4038858;39,4546979
node/4366640489;node/4366640489;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,4025425;39,4555493
node/4663518763;node/4663518763;València;NA;NA;NA;NA;92;46026;Carrera de Malilla;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3801118;39,4474057
node/4741567132;node/4741567132;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mapfre;NA;NA;NA;NA;NA;NA;NA;Mapfre;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3890355;39,4750198
node/4744208031;node/4744208031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caja Castilla La Mancha;NA;NA;NA;NA;NA;NA;NA;Caja Castilla La Mancha;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3783957;39,468694
node/4816456621;node/4816456621;NA;NA;NA;NA;NA;14;46008;Gran Via de Ferran 'el Catòlic';NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Banco Sabadell;NA;Banc Sabadell;NA;Banco Sabadell;NA;Q762330;NA;es:Banco Sabadell;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Sabadell;NA;NA;NA;NA;NA;Banc Sabadell;NA;Banco Sabadell;NA;NA;NA;Banco de Sabadell, S.A.;NA;NA;NA;NA;NA;NA;NA;NA;+34 902323000;NA;NA;NA;https://www.bancsabadell.com/;NA;NA;NA;-0,3848742;39,4706318
node/4892909528;node/4892909528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ocaso Seguros;NA;NA;NA;NA;NA;NA;NA;Ocaso Seguros;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3719351;39,4715155
node/4892914724;node/4892914724;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mutua Madrileña;NA;NA;NA;NA;NA;NA;NA;Mutua Madrileña;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3724356;39,4712343
node/4893668823;node/4893668823;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3897585;39,4695135
node/4893669125;node/4893669125;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3902804;39,4694328
node/4907454029;node/4907454029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3804264;39,467205
node/4907454031;node/4907454031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3805272;39,4670559
node/4911702223;node/4911702223;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;Q5139377;NA;en:Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Kutxabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3627967;39,4759578
node/4989821189;node/4989821189;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;Q5907815;NA;es:Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Ibercaja Banco, S.A.;NA;NA;NA;NA;NA;NA;9357;NA;NA;NA;NA;NA;NA;-0,3531785;39,4662422
node/4989832536;node/4989832536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;NA;NA;NA;NA;https://caixabank.es;Q847225;NA;es:CaixaBank;NA;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3476796;39,4646421
node/4989867666;node/4989867666;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3357049;39,4610614
node/4989867674;node/4989867674;València;NA;NA;NA;NA;249;46011;Avinguda del Port;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3366235;39,4613217
node/4989970385;node/4989970385;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Caixabank;Bankia;NA;NA;NA;https://caixabank.es;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;https://www.caixabank.es;NA;NA;Caixabank;Bankia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Caixabank;Bankia;Q847225;Q806807;es:CaixaBank;es:Bankia;NA;NA;NA;NA;NA;NA;NA;NA;-0,3349805;39,4605449
node/5044808326;node/5044808326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3922183;39,4676072
node/5044810230;node/5044810230;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Banco Popular;Banc Popular;Popular Bank;Banco Popular;bank;NA;NA;NA;NA;Banco Santander;NA;NA;Santander Bank;Banco Santander;NA;Q6496310;NA;es:Banco Santander;NA;NA;NA;NA;01/04/2024;NA;NA;NA;NA;NA;NA;Banco Santander;NA;NA;NA;NA;NA;Banc Santander;Santander Bank;Banco Santander;NA;NA;NA;Santander Group;Banco Popular Español;NA;NA;NA;NA;NA;NA;NA;NA;NA;BPPR;NA;NA;NA;NA;NA;-0,3739364;39,4684596
node/5044810232;node/5044810232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;NA;NA;NA;Deutsche Bank;NA;NA;NA;NA;NA;Q66048;NA;NA;NA;NA;NA;NA;10/04/2025;NA;NA;NA;NA;NA;NA;Deutsche Bank;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Jan-Jun, Sep-Dec Mo-We, Fr 08:30-14:15; Jan-Jun, Sep-Dec Th 08:30-17:30; Jul, Aug Mo-Fr 08:30-14:15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3739842;39,4693254
node/5044810925;node/5044810925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;yes;Servired;NA;NA;Cajamar;NA;NA;NA;NA;NA;Q8254971;NA;es:Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cajamar;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3893017;39,4667324
node/5044810926;node/5044810926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Q806189;NA;en:Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;BBVA;NA;NA;NA;NA;NA;Banco Bilbao Vizcaya Argentaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3813215;39,4656746
node/5044810938;node/5044810938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;bank;NA;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;Q5907815;NA;es:Ibercaja (banco);NA;NA;NA;NA;02/12/2024;NA;NA;NA;NA;NA;NA;Ibercaja;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3748239;39,469092
