"identificador";"nombre_servicio";"tipo_servicio";"latitud";"longitud"
"RE578";"Bastard coffee kitchen";"Restaurante";39,4754114;-0,3486607
"RE579";"Reataurante Balansiya";"Restaurante";39,4778806;-0,3478396
"RE580";"Doraya";"Restaurante";39,4751212;-0,3499319
"RE581";"San Rocco";"Restaurante";39,4751683;-0,3500987
"RE582";"Doraya Japan Buffet";"Restaurante";39,4750117;-0,3495475
"RE583";"La Tasqueta";"Restaurante";39,4750923;-0,3498451
"RE584";"Lateral";"Restaurante";39,4724296;-0,3736474
"RE585";"L'Amagatall";"Restaurante";39,4872408;-0,3603195
"RE586";"La Pentola";"Restaurante";39,4820544;-0,3560358
"RE587";"Gran Mercat";"Restaurante";39,4730529;-0,3773792
"RE588";"Restaurante de la India";"Restaurante";39,4832202;-0,3617046
"RE589";"Ladybug";"Restaurante";39,4624849;-0,3437217
"RE590";"Asador Criollo";"Restaurante";39,487158;-0,3610272
"RE591";"Bar La Rioja 3";"Restaurante";39,4918269;-0,359006
"RE592";"La Taska Sidrería";"Restaurante";39,4898026;-0,3624764
"RE593";"Ameyal";"Restaurante";39,4684303;-0,3671808
"RE594";"Mon";"Restaurante";39,4726708;-0,3760829
"RE595";"Haus";"Restaurante";39,4727218;-0,3763084
"RE596";"Taberna el rojo";"Restaurante";39,4607033;-0,3737136
"RE597";"La Más Bonita Ruzafa";"Restaurante";39,4605077;-0,3725287
"RE598";"Entrepans";"Restaurante";39,4603667;-0,3724411
"RE599";"Slaughterhouse Food & Books";"Restaurante";39,4633719;-0,3742637
"RE600";"Pizzeria Spacca Napoli";"Restaurante";39,4687227;-0,3898657
"RE601";"Pizzeria Viva Napoli";"Restaurante";39,466153;-0,3288897
"RE602";"100 Montaditos";"Restaurante";39,4628871;-0,3713921
"RE603";"Taberna Amparín";"Restaurante";39,4529719;-0,3869847
"RE604";"Sabors";"Restaurante";39,4604257;-0,3727121
"RE605";"Red Cup";"Restaurante";39,4604743;-0,37275
"RE606";"Chick Shack";"Restaurante";39,460715;-0,3729335
"RE607";"Miss Sushi";"Restaurante";39,4681079;-0,3651693
"RE608";"Samurai";"Restaurante";39,4671993;-0,3654818
"RE609";"Don Salvatore";"Restaurante";39,467138;-0,3656303
"RE610";"Anjana";"Restaurante";39,4604652;-0,3717988
"RE611";"Taberna Casa Juan";"Restaurante";39,4645697;-0,3677729
"RE612";"Al Kasser";"Restaurante";39,4694386;-0,3562646
"RE613";"La Blasca";"Restaurante";39,4721616;-0,3435413
"RE614";"Clínica Ossum";"Restaurante";39,4659589;-0,339432
"RE615";"Nostre";"Restaurante";39,4728516;-0,3784624
"RE616";"Ca Pepe";"Restaurante";39,3827223;-0,3324554
"RE617";"Restaurant El Forcat";"Restaurante";39,4790452;-0,3770901
"RE618";"Bar Toni";"Restaurante";39,4837763;-0,3578355
"RE619";"Restaurante Spacca Napoli 2.0";"Restaurante";39,4612414;-0,3725262
"RE620";"El Pederniz";"Restaurante";39,4625467;-0,3839297
"RE621";"Namua Gastronomic";"Restaurante";39,4773792;-0,3812291
"RE622";"pasión mediterranea";"Restaurante";39,4716979;-0,371726
"RE623";"La Latería";"Restaurante";39,4778937;-0,3802798
"RE624";"Piazza la Reina";"Restaurante";39,4747225;-0,3750005
"RE625";"ahuevo Restaurante";"Restaurante";39,4657127;-0,3640277
"RE626";"Kebab Friend's";"Restaurante";39,4740321;-0,345789
"RE627";"Mestiza";"Restaurante";39,4708751;-0,3281936
"RE628";"Kopp";"Restaurante";39,4715782;-0,3774236
"RE629";"Cervecería Andaluza";"Restaurante";39,4595772;-0,3499797
"RE630";"Casa candy";"Restaurante";39,4737484;-0,3595339
"RE631";"La Piazza";"Restaurante";39,4723796;-0,3581157
"RE632";"MK Doner Kebab";"Restaurante";39,4850392;-0,3588204
"RE633";"Bar Verbena";"Restaurante";39,485851;-0,3587484
"RE634";"Bar Beni Doner Kebab";"Restaurante";39,4862025;-0,3580121
"RE635";"Trencadís - Comidas Para Llevar";"Restaurante";39,4859956;-0,3579515
"RE636";"Taj Mahal";"Restaurante";39,4670999;-0,3504027
"RE637";"Boscà 29";"Restaurante";39,4645389;-0,3575273
"RE638";"Buendia Comida para Llevar";"Restaurante";39,4626825;-0,3690244
"RE639";"Pelayo Gastro Trinquet";"Restaurante";39,4672871;-0,3784839
"RE640";"Civera";"Restaurante";39,468764;-0,3741952
"RE641";"Palacio de la Bellota";"Restaurante";39,4688696;-0,374458
"RE642";"Alkazar";"Restaurante";39,4688862;-0,3743588
"RE643";"Maspaella";"Restaurante";39,4650975;-0,3493609
"RE644";"Al Tun Tun";"Restaurante";39,4701194;-0,3655434
"RE645";"Dando Leña";"Restaurante";39,4606267;-0,3746473
"RE646";"Mercatbar";"Restaurante";39,4658015;-0,3667664
"RE647";"Muerde la Pasta";"Restaurante";39,4677595;-0,3760281
"RE648";"El Colmado de la Rivera";"Restaurante";39,4679055;-0,3759749
"RE649";"Pipol Restaurante";"Restaurante";39,4678524;-0,3757861
"RE650";"Pizzeria Ris8tto";"Restaurante";39,46814;-0,3759534
"RE651";"Cafetaria Restaurante Arias";"Restaurante";39,4809871;-0,3709266
"RE652";"Jaime I";"Restaurante";39,4733687;-0,3769584
"RE653";"100 Montaditos";"Restaurante";39,4648019;-0,3231696
"RE654";"Haus";"Restaurante";39,4771032;-0,3749903
"RE655";"El Gran Boquerón";"Restaurante";39,4889345;-0,3563955
"RE656";"Planeta Azul";"Restaurante";39,4848565;-0,3586999
"RE657";"Fet a Foc";"Restaurante";39,4843755;-0,3583321
"RE658";"Cien Volando";"Restaurante";39,4859601;-0,3587395
"RE659";"Restaurante Chino Mey Chen";"Restaurante";39,4813781;-0,3589365
"RE660";"Pantanal";"Restaurante";39,483059;-0,3582009
"RE661";"La Olla";"Restaurante";39,486729;-0,3612015
"RE662";"Jacky Chen";"Restaurante";39,4830116;-0,3608401
"RE663";"Mr. Maki";"Restaurante";39,484855;-0,3638818
"RE664";"Arepita Bar";"Restaurante";39,4848712;-0,3635123
"RE665";"Voltereta, Bienvenido a Bali";"Restaurante";39,467811;-0,3676188
"RE666";"Raffaello";"Restaurante";39,4618911;-0,3606294
"RE667";"Celler de Carmen";"Restaurante";39,4923553;-0,360216
"RE668";"La Taberna de Joe";"Restaurante";39,4701655;-0,3990269
"RE669";"100 Montaditos";"Restaurante";39,4701333;-0,3994438
"RE670";"Don Carlo";"Restaurante";39,4883536;-0,3620734
"RE671";"Seitán House";"Restaurante";39,4843598;-0,3820039
"RE672";"El pollastre valencià";"Restaurante";39,4630655;-0,3874851
"RE673";"Pizzería El Jefe";"Restaurante";39,4488696;-0,3915954
"RE674";"Mercat de la Reina";"Restaurante";39,4746451;-0,375004
"RE675";"Bar Risueño";"Restaurante";39,4713928;-0,3991949
"RE676";"Bar Marfil";"Restaurante";39,4718058;-0,3972902
"RE677";"Cervecería Finisterra";"Restaurante";39,4744578;-0,3973314
"RE678";"La Conservera";"Restaurante";39,4590516;-0,373845
"RE679";"Casa Guillermo";"Restaurante";39,4638199;-0,3307573
"RE680";"La Maja";"Restaurante";39,4622247;-0,3695696
"RE681";"Lambrusqueria";"Restaurante";39,4765503;-0,3778317
"RE682";"Piur";"Restaurante";39,4688056;-0,3737544
"RE683";"Mioya";"Restaurante";39,4662096;-0,3743515
"RE684";"N.O.U. Gourmet";"Restaurante";39,4656476;-0,3707523
"RE685";"La Majada";"Restaurante";39,4671048;-0,3730994
"RE686";"Ca Morera";"Restaurante";39,4741137;-0,3772114
"RE687";"Los Gomez Taberna";"Restaurante";39,4697482;-0,3743142
"RE688";"Crudo Bar Valencia";"Restaurante";39,4749751;-0,3759918
"RE689";"The Good Burger (TGB)";"Restaurante";39,4744096;-0,3470408
"RE690";"Nueva Casa Calabuig";"Restaurante";39,4599626;-0,333128
"RE691";"Martinot";"Restaurante";39,449906;-0,3411022
"RE692";"Tres Camins";"Restaurante";39,4319706;-0,3432934
"RE693";"Restaurante chino Tian an men";"Restaurante";39,4662029;-0,3541155
"RE694";"Pasión turca";"Restaurante";39,466414;-0,3548311
"RE695";"Restaurante La Hípica";"Restaurante";39,4840068;-0,3669503
"RE696";"Chilling Fresh";"Restaurante";39,465627;-0,323532
"RE697";"Papa Gino";"Restaurante";39,4585702;-0,3656665
"RE698";"Restaurante El Aprendiz";"Restaurante";39,4821203;-0,3602341
"RE699";"Kamon";"Restaurante";39,4669211;-0,3656221
"RE700";"Helen Berger Hotel & Bar";"Restaurante";39,4722813;-0,3725291
"RE701";"Restaurante Marrakech";"Restaurante";39,4725496;-0,3710723
"RE702";"La Casa Viva Russafa";"Restaurante";39,4602404;-0,3725616
"RE703";"Goiko";"Restaurante";39,4735606;-0,3736344
"RE704";"Pomodoro Valencia Univ";"Restaurante";39,4747564;-0,3488052
"RE705";"Yecla 33";"Restaurante";39,4731461;-0,3495329
"RE706";"Lizarran Marqués del Turia";"Restaurante";39,4671886;-0,3676855
"RE707";"Wena Poh!";"Restaurante";39,4790245;-0,3779166
"RE708";"Mattilda";"Restaurante";39,4789333;-0,3775199
"RE709";"The Fitzgerald Burger Company";"Restaurante";39,4736253;-0,3556571
"RE710";"Thai Mongkut";"Restaurante";39,4778711;-0,3813034
"RE711";"Volare";"Restaurante";39,4790187;-0,3769915
"RE712";"La Pitusa";"Restaurante";39,4793535;-0,377965
"RE713";"Gallina Negra";"Restaurante";39,4790387;-0,3776256
"RE714";"Johnny Usta";"Restaurante";39,4783497;-0,3799324
"RE715";"La Comadre";"Restaurante";39,47725;-0,3798682
"RE716";"La Tía Juana";"Restaurante";39,4764023;-0,3802337
"RE717";"Lemongrass";"Restaurante";39,4669094;-0,3697064
"RE718";"Trattoria Napoletana Da Carlo";"Restaurante";39,4730737;-0,3484485
"RE719";"Pulpo";"Restaurante";39,4705944;-0,3573535
"RE720";"Saona";"Restaurante";39,4591997;-0,3516527
"RE721";"Mercaders";"Restaurante";39,4732331;-0,3780417
"RE722";"Casa Cesar";"Restaurante";39,4786103;-0,3260317
"RE723";"Cafetería Ibáñez 149";"Restaurante";39,4722628;-0,3403868
"RE724";"La Rioja VI";"Restaurante";39,4712426;-0,3346682
"RE725";"El Huevo Roto";"Restaurante";39,4719712;-0,3380494
"RE726";"El Toro y la Luna";"Restaurante";39,4720413;-0,3380072
"RE727";"Palta Grill";"Restaurante";39,4721254;-0,3379706
"RE728";"Shahi";"Restaurante";39,4719471;-0,3391066
"RE729";"Bar Bocatería El Cantonet";"Restaurante";39,4728826;-0,3346263
"RE730";"Bar Casa Juan";"Restaurante";39,4715596;-0,334542
"RE731";"Tasca Villamar";"Restaurante";39,4724735;-0,336232
"RE732";"Algo Sencillito";"Restaurante";39,4711303;-0,33656
"RE733";"Bocatería El Ninot";"Restaurante";39,4748122;-0,3541861
"RE734";"Chang fu";"Restaurante";39,467295;-0,3778596
"RE735";"Tu Cocina";"Restaurante";39,4666699;-0,3781183
"RE736";"Restaurante Pasqualet";"Restaurante";39,310816;-0,3177674
"RE737";"Kukla";"Restaurante";39,4785846;-0,3768416
"RE738";"Joaquín Schmidt";"Restaurante";39,483392;-0,3773043
"RE739";"Ryukishin";"Restaurante";39,4579226;-0,3469134
"RE740";"Del Poble Pizzeria";"Restaurante";39,4665386;-0,3866992
"RE741";"Dempanadas Extramurs";"Restaurante";39,4668594;-0,3859467
"RE742";"Cocolinda";"Restaurante";39,4743998;-0,364426
"RE743";"Dede Turkish";"Restaurante";39,4619257;-0,3756278
"RE744";"Mercabanyal";"Restaurante";39,4720628;-0,325863
"RE745";"Festinar";"Restaurante";39,4659368;-0,3284118
"RE746";"Armonia Cocina Valenciana";"Restaurante";39,4718945;-0,3774006
"RE747";"La bodeguita";"Restaurante";39,4700784;-0,3890974
"RE748";"Aquilino";"Restaurante";39,4476052;-0,3318984
"RE749";"Masusa paella bar";"Restaurante";39,4601783;-0,3744238
"RE750";"Grillo Grill Bar";"Restaurante";39,4674993;-0,3650489
"RE751";"Bocadella Tapas";"Restaurante";39,4748297;-0,3464315
"RE752";"La Cantina de Ruzafa";"Restaurante";39,4604061;-0,3739532
"RE753";"Tío Pepe";"Restaurante";39,4677952;-0,3325995
"RE754";"el Raco de la Paella";"Restaurante";39,4831403;-0,399551
"RE755";"la Raspa";"Restaurante";39,469313;-0,3663103
"RE756";"Casa Cent Duros";"Restaurante";39,5162926;-0,3903159
"RE757";"Poke shop";"Restaurante";39,4693943;-0,3749009
"RE758";"Balandret";"Restaurante";39,4639344;-0,3235479
"RE759";"Jamon Jamon";"Restaurante";39,4758257;-0,3800858
"RE760";"Bar Restaurante Casa Pote";"Restaurante";39,3828704;-0,3336633
"RE761";"The roast & beer";"Restaurante";39,4591192;-0,3481379
"RE762";"The Good Burguer";"Restaurante";39,4750761;-0,3797285
"RE763";"Tarin's";"Restaurante";39,4766578;-0,3769275
"RE764";"Zaruma";"Restaurante";39,455266;-0,3754501
"RE765";"Asador Jarklaus";"Restaurante";39,4548481;-0,3747535
"RE766";"Gastro deli";"Restaurante";39,4502078;-0,3714952
"RE767";"Casa Tere";"Restaurante";39,4507802;-0,3730392
"RE768";"Bar - Restaurante Sabor Cuencano";"Restaurante";39,4479308;-0,3732192
"RE769";"Arena Zone";"Restaurante";39,4493199;-0,3624469
"RE770";"Anyora";"Restaurante";39,4658868;-0,3332812
"RE771";"AQUA dolce";"Restaurante";39,4752454;-0,387923
"RE772";"Sandwip";"Restaurante";39,4741089;-0,3779755
"RE773";"Deli Rant.";"Restaurante";39,4721708;-0,3737792
"RE774";"Mil Grullas";"Restaurante";39,4725714;-0,3469513
"RE775";"Restaurante Wei";"Restaurante";39,4502189;-0,3911365
"RE776";"Rincón Español";"Restaurante";39,472253;-0,359724
"RE777";"Casino Musical de Benimaclet";"Restaurante";39,4852838;-0,3603033
"RE778";"Pato Beikin";"Restaurante";39,466416;-0,3790471
"RE779";"Bar Mistela";"Restaurante";39,4956417;-0,3819774
"RE780";"Mamalú Ruzafa";"Restaurante";39,460862;-0,3733366
"RE781";"A lo alto";"Restaurante";39,4730538;-0,3561367
"RE782";"Bar Restaurant Ana 3";"Restaurante";39,4644383;-0,3502966
"RE783";"DaVida";"Restaurante";39,4752705;-0,3730015
"RE784";"Los Gomez";"Restaurante";39,4736033;-0,3756553
"RE785";"RicePaella - Casa de Arroces y Paellas";"Restaurante";39,4724922;-0,3780498
"RE786";"Al Pomodoro";"Restaurante";39,4737708;-0,3732176
"RE787";"Rincón Griego";"Restaurante";39,4739453;-0,370652
"RE788";"Quesomentero Cheesebar";"Restaurante";39,4712286;-0,3781112
"RE789";"Kebab Serrería";"Restaurante";39,4658877;-0,3351518
"RE790";"Bar La Bodeguilla";"Restaurante";39,4663448;-0,3372703
"RE791";"El Pastisset";"Restaurante";39,46702;-0,3395025
"RE792";"El Panete";"Restaurante";39,4670898;-0,3404318
"RE793";"Restaurante Arco";"Restaurante";39,4669574;-0,3403312
"RE794";"Bodega La Ibérica";"Restaurante";39,4668742;-0,3401412
"RE795";"Anar i Vindre";"Restaurante";39,4660294;-0,339674
"RE796";"Aquateknica";"Restaurante";39,4658386;-0,3390161
"RE797";"Rostidor del Pussa";"Restaurante";39,4657985;-0,3377919
"RE798";"Bar Sabores";"Restaurante";39,4659701;-0,3383541
"RE799";"Restaurante Persa";"Restaurante";39,4664378;-0,337526
"RE800";"Restaurante El Palco";"Restaurante";39,4748609;-0,3594334
"RE801";"Bear Club";"Restaurante";39,4725338;-0,3772928
"RE802";"La Vita e Bella";"Restaurante";39,4707482;-0,3774201
"RE803";"La Divina Comedia Playa,S.L.";"Restaurante";39,4652544;-0,3231924
"RE804";"La Taperia";"Restaurante";39,4655737;-0,3236889
"RE805";"Mediterrània";"Restaurante";39,465353;-0,3232108
"RE806";"Neptuno";"Restaurante";39,4654017;-0,3232108
"RE807";"Villa Amparito";"Restaurante";39,4646112;-0,3236252
"RE808";"Hundred";"Restaurante";39,4720498;-0,3257155
"RE809";"Restaurante Salvaje Valencia";"Restaurante";39,4713352;-0,3750721
"RE810";"Restaurante Oganyo";"Restaurante";39,4752655;-0,354809
"RE811";"El Matador";"Restaurante";39,4637937;-0,374119
"RE812";"Las Lunas Soul Kitchen";"Restaurante";39,4649614;-0,3647576
"RE813";"Easoberri";"Restaurante";39,4695808;-0,3892265
"RE814";"Easoberri";"Restaurante";39,4695695;-0,3893546
"RE815";"Los Chicos";"Restaurante";39,4920404;-0,3749477
"RE816";"LIA";"Restaurante";39,4747313;-0,379815
"RE817";"O´Peregrino bizarro";"Restaurante";39,4821283;-0,3715976
"RE818";"Pizzeria La Tarantella";"Restaurante";39,4618148;-0,3431505
"RE819";"La Miqueta";"Restaurante";39,4717094;-0,3734698
"RE820";"Most 4 food";"Restaurante";39,4737318;-0,3451086
"RE821";"Naked & Sated: Valencia";"Restaurante";39,4683613;-0,376174
"RE822";"Trellat";"Restaurante";39,4847013;-0,3613983
"RE823";"Les Maduixes";"Restaurante";39,4734296;-0,3497551
"RE824";"Le Favole";"Restaurante";39,4723208;-0,3784356
"RE825";"Hundred";"Restaurante";39,4753665;-0,3630843
"RE826";"El Miracle";"Restaurante";39,4710576;-0,3479845
"RE827";"Pan de Azúcar";"Restaurante";39,467277;-0,367481
"RE828";"El Rubio";"Restaurante";39,4586912;-0,3711647
"RE829";"La Llorona";"Restaurante";39,4616419;-0,369268
"RE830";"Cafeteria El Trinquet";"Restaurante";39,4803301;-0,3368358
"RE831";"Mamie Guellec";"Restaurante";39,4668882;-0,3888495
"RE832";"Comidas +504";"Restaurante";39,4566123;-0,3715035
"RE833";"La Caçoleta";"Restaurante";39,4544291;-0,3716355
"RE834";"Capizza";"Restaurante";39,4535533;-0,3712912
"RE835";"Tapería la fuente";"Restaurante";39,4548388;-0,3681561
"RE836";"Saona";"Restaurante";39,4667131;-0,3688052
"RE837";"La Más Bonita";"Restaurante";39,4697881;-0,3681176
"RE838";"Momiji";"Restaurante";39,469051;-0,3680867
"RE839";"Fum de Llum";"Restaurante";39,4666129;-0,3668265
"RE840";"Tintapea Nou Mestalla";"Restaurante";39,4932028;-0,3998942
"RE841";"Sushikosbi";"Restaurante";39,4555091;-0,3459553
"RE842";"baool";"Restaurante";39,4935769;-0,4003894
"RE843";"La Caleta -Marisqueria";"Restaurante";39,4942785;-0,4006577
"RE844";"La Dehesa Cafe - Vinoteca & Lounge";"Restaurante";39,4951373;-0,4003794
"RE845";"Begin Cortes Valencianas";"Restaurante";39,4940021;-0,4012589
"RE846";"Lovely Queen";"Restaurante";39,4907195;-0,4009399
"RE847";"La Piazza - Ristorante Pizzeria";"Restaurante";39,4911232;-0,4007151
"RE848";"Jenkin's";"Restaurante";39,491108;-0,3991755
"RE849";"Lamburguesa";"Restaurante";39,4924314;-0,4001241
"RE850";"Lima";"Restaurante";39,4727832;-0,378007
"RE851";"Bar de Barrs Finca";"Restaurante";39,4734582;-0,3757398
"RE852";"Tasty Poke";"Restaurante";39,4727486;-0,3766802
"RE853";"La Lonja - Comida Para Llevar Döner Kebab";"Restaurante";39,4747416;-0,3790562
"RE854";"Rocalla -arrozes y brassa";"Restaurante";39,4553516;-0,3583083
"RE855";"Restaurante Mare Nostrum";"Restaurante";39,3078804;-0,294569
"RE856";"Hundred";"Restaurante";39,4709033;-0,3779446
"RE857";"Origin";"Restaurante";39,4686333;-0,3758702
"RE858";"Take Bao Campanar";"Restaurante";39,4828382;-0,3946422
"RE859";"El Rey de Istambul";"Restaurante";39,4797915;-0,3909997
"RE860";"La Tagliatella";"Restaurante";39,4800573;-0,3903617
"RE861";"100 Montaditos";"Restaurante";39,4801029;-0,3904288
"RE862";"Foster's Hollywood";"Restaurante";39,4802053;-0,3905052
"RE863";"Habibi";"Restaurante";39,4673866;-0,3696083
"RE864";"Pizzería Bajo Flores";"Restaurante";39,4852663;-0,361456
"RE865";"Little Thai";"Restaurante";39,4738093;-0,3489685
"RE866";"Raices";"Restaurante";39,4767516;-0,3758361
"RE867";"Burritos";"Restaurante";39,4780834;-0,3749264
"RE868";"Kosushi";"Restaurante";39,4636834;-0,3723545
"RE869";"La fonda";"Restaurante";39,4573881;-0,3718193
"RE870";"El Cauce Bar & Tapas";"Restaurante";39,4679581;-0,3659145
"RE871";"Ginos";"Restaurante";39,4771545;-0,366652
"RE872";"La Cuina d'Adel";"Restaurante";39,471686;-0,382719
"RE873";"Bar Restaurante Changlong";"Restaurante";39,4649361;-0,3789567
"RE874";"SoFoKo";"Restaurante";39,4758081;-0,3738174
"RE875";"Xiong He Jia El Sabor de Taiwán";"Restaurante";39,4760613;-0,34994
"RE876";"Bar Cremaet";"Restaurante";39,4675629;-0,3589021
"RE877";"Amarinder Indian Cuisine";"Restaurante";39,4638291;-0,3568474
"RE878";"Casa Di Roma";"Restaurante";39,4638002;-0,3567377
"RE879";"Restaurante Mercader";"Restaurante";39,4695506;-0,3341457
"RE880";"Nonni Poly";"Restaurante";39,4644494;-0,3847463
"RE881";"Sanewal";"Restaurante";39,4644591;-0,3853245
"RE882";"Destina";"Restaurante";39,4670576;-0,4092464
"RE883";"Suc de Luna";"Restaurante";39,4688997;-0,3681802
"RE884";"Sereno";"Restaurante";39,4707313;-0,3761296
"RE885";"La Diva";"Restaurante";39,4701434;-0,3657153
"RE886";"La Prosciutteria";"Restaurante";39,4751911;-0,3771506
"RE887";"Rincon";"Restaurante";39,4753313;-0,3768477
"RE888";"Saona";"Restaurante";39,4799279;-0,361124
"RE889";"Taberna Paraiso Travel";"Restaurante";39,4750348;-0,3801191
"RE890";"Buga Ramen";"Restaurante";39,4706836;-0,3687358
"RE891";"Lontananza Beer & Tapas";"Restaurante";39,4648466;-0,323251
"RE892";"Tomad y comed";"Restaurante";39,4757518;-0,3647179
"RE893";"Restaurante Cafetería La Royal";"Restaurante";39,4703134;-0,3664068
"RE894";"Cocolinda";"Restaurante";39,473906;-0,3459324
"RE895";"Backyard";"Restaurante";39,4738491;-0,3457641
"RE896";"Pupuseria";"Restaurante";39,4716807;-0,3418711
"RE897";"Camp de Túria";"Restaurante";39,4942775;-0,4042475
"RE898";"El Divan";"Restaurante";39,4899233;-0,3938483
"RE899";"Ongi E Tori Gastro Basco";"Restaurante";39,4912008;-0,4007607
"RE900";"El baret de la Tofona";"Restaurante";39,4298928;-0,3620648
"RE901";"Sunn";"Restaurante";39,4694967;-0,3564628
"RE902";"Shu Zhen Fresh Hotpot";"Restaurante";39,4636893;-0,379408
"RE903";"Bulevar 63";"Restaurante";39,4632354;-0,3647985
"RE904";"Rakki";"Restaurante";39,476739;-0,3527228
"RE905";"Shifu";"Restaurante";39,4668718;-0,3698414
"RE906";"Wena poh";"Restaurante";39,4732671;-0,3492707
"RE907";"Piscis";"Restaurante";39,4751221;-0,3837915
"RE908";"desKarat";"Restaurante";39,4929492;-0,400464
"RE909";"Indian Star";"Restaurante";39,4900074;-0,4011471
"RE910";"Sher E Punjbab";"Restaurante";39,4807884;-0,3642307
"RE911";"Birlibirloque";"Restaurante";39,4736196;-0,3741911
"RE912";"Bombay Aroma";"Restaurante";39,4674726;-0,3938732
"RE913";"Jamón Del Medio";"Restaurante";39,4713333;-0,3673993
"RE914";"Vera";"Restaurante";39,4711035;-0,366946
"RE915";"El León Bar";"Restaurante";39,4735227;-0,3768481
"RE916";"La Casa del Pan de Queso";"Restaurante";39,4780121;-0,3767055
"RE917";"Sabbia by Gabbeach";"Restaurante";39,4643306;-0,3230717
"RE918";"Restaurants Feliz";"Restaurante";39,4624351;-0,3609312
"RE919";"VR Russafa. Especialitats valencianes";"Restaurante";39,4594581;-0,3753987
"RE920";"Aladroc. Taberna de peix";"Restaurante";39,4597957;-0,3758602
"RE921";"A Dinar!";"Restaurante";39,4709719;-0,3337258
"RE922";"La Tahona De Abuelo";"Restaurante";39,473933;-0,3335695
"RE923";"Juan XXIII";"Restaurante";39,4928001;-0,3833755
"RE924";"La pizca de sal";"Restaurante";39,4758895;-0,3834573
"RE925";"M2M Noodles";"Restaurante";39,4844218;-0,363313
"RE926";"Kome y Kalla";"Restaurante";39,4848639;-0,3619899
"RE927";"Vaqueta Gastro Mercat";"Restaurante";39,4731846;-0,3773342
"RE928";"El Racó de Lluis";"Restaurante";39,4547315;-0,3721413
"RE929";"Artisti Trattoria";"Restaurante";39,4654245;-0,3653319
"RE930";"Hotaru";"Restaurante";39,4617568;-0,3736373
"RE931";"Sorsi e Morsi";"Restaurante";39,4659421;-0,3678973
"RE932";"Ginos";"Restaurante";39,480182;-0,3904785
"RE933";"La Tasqueta del Mercat";"Restaurante";39,4616333;-0,3706697
"RE934";"La Tagliatella";"Restaurante";39,4725836;-0,3764152
"RE935";"El Gordo de Cortes";"Restaurante";39,4937752;-0,4024909
"RE936";"Beher - Charcuteria & Restaurant";"Restaurante";39,4710951;-0,3763762
"RE937";"BiendeCanas -Arroceria,Vinos y Tapas";"Restaurante";39,4702214;-0,3784378
"RE938";"Da Claudia";"Restaurante";39,475677;-0,3655309
"RE939";"L'Albereda";"Restaurante";39,4756197;-0,3654941
"RE940";"llebeig cafe";"Restaurante";39,4755709;-0,3654523
"RE941";"Borja Azcutia";"Restaurante";39,4654037;-0,3681898
"RE942";"Samurai";"Restaurante";39,4675411;-0,3653091
"RE943";"Asoko";"Restaurante";39,4690726;-0,3661561
"RE944";"Arrosseria Quiqued";"Restaurante";39,3099751;-0,3176991
"RE945";"Orégano Pizza";"Restaurante";39,4880368;-0,3764729
"RE946";"La Plaça";"Restaurante";39,4696554;-0,3725367
"RE947";"La Extranya TaVerna del Dragon Rojo";"Restaurante";39,4871399;-0,3610319
"RE948";"Bar Restaurante Dolores";"Restaurante";39,4712483;-0,3801385
"RE949";"Taska La Reina";"Restaurante";39,4708472;-0,3284552
"RE950";"BeGreen Salad Company";"Restaurante";39,4681683;-0,3740997
"RE951";"BeGreen";"Restaurante";39,471563;-0,3683928
"RE952";"Ca Rakel";"Restaurante";39,4639304;-0,3289783
"RE953";"La Paradita";"Restaurante";39,4662898;-0,3816428
"RE954";"il Cortile - Pasta & Pizza Gourmet";"Restaurante";39,4930713;-0,402074
"RE955";"Mercado de la Imprenta";"Restaurante";39,4617322;-0,3839662
"RE956";"VIPS - Restaurante Cafeteria";"Restaurante";39,4717509;-0,3773007
"RE957";"Pho Mi";"Restaurante";39,4676937;-0,3812411
"RE958";"Parceros";"Restaurante";39,4590546;-0,3607156
"RE959";"Blauet Restaurante";"Restaurante";39,4955574;-0,4065629
"RE960";"Kobe";"Restaurante";39,464494;-0,3722013
"RE961";"Grosso Napoletano";"Restaurante";39,4681883;-0,3749188
"RE962";"Saona";"Restaurante";39,4683221;-0,3744279
"RE963";"Balandret";"Restaurante";39,4640693;-0,3230378
"RE964";"Mori Mori Sushi";"Restaurante";39,4776136;-0,3831615
"RE965";"La Calita";"Restaurante";39,4748438;-0,376435
"RE966";"El Infante";"Restaurante";39,4746024;-0,3765252
"RE967";"Colombiapan";"Restaurante";39,4714499;-0,3772755
"RE968";"Bardebares";"Restaurante";39,4730997;-0,3772056
"RE969";"Pasta E Passione";"Restaurante";39,4755753;-0,3765509
"RE970";"La Chingada";"Restaurante";39,462225;-0,3727089
"RE971";"Restaurante los Angeles de Aley";"Restaurante";39,4590542;-0,3349149
"RE972";"Mr. India";"Restaurante";39,4570504;-0,3640052
"RE973";"Candelas";"Restaurante";39,4733895;-0,3736424
"RE974";"Ma Khin Café - Descolonial Asian Food";"Restaurante";39,4689706;-0,3685234
"RE975";"Tavella Restaurant";"Restaurante";39,4959909;-0,4073447
"RE976";"Garage Foodie";"Restaurante";39,4689102;-0,3563792
"RE977";"Palao Bistrot";"Restaurante";39,4609489;-0,3748226
"RE978";"La Cabanyita";"Restaurante";39,4693036;-0,3253189
"RE979";"Restaurant Secret";"Restaurante";39,473333;-0,3750298
