"id";"X.id";"addr.city";"addr.city.ca";"addr.city.es";"addr.floor";"addr.housenumber";"addr.postcode";"addr.street";"addr.street.ca";"addr.street.es";"air_conditioning";"alt_name";"branch";"brand";"brand.website";"brand.wikidata";"brand.wikipedia";"building";"building.levels";"building.levels.underground";"bulk_purchase";"check_date";"check_date.diet.gluten_free";"check_date.opening_hours";"contact.instagram";"currency.EUR";"description";"diet.gluten_free";"diet.kosher";"email";"indoor";"internet_access";"internet_access.fee";"internet_access.ssid";"layer";"level";"location";"name";"name.ca";"name.en";"name.es";"note";"note.en";"old_name";"opening_hours";"operator";"operator.wikidata";"organic";"payment.cards";"payment.cash";"payment.coins";"payment.contactless";"payment.credit_cards";"payment.debit_cards";"payment.maestro";"payment.mastercard";"payment.notes";"payment.visa";"payment.visa_debit";"payment.visa_electron";"phone";"postal_code";"ref";"room";"second_hand";"shop";"source";"stroller";"toilets";"toilets.wheelchair";"website";"wheelchair";"wikimedia_commons";"longitud";"latitud"
"node/1474264704";"node/1474264704";NA;NA;NA;NA;NA;"46015";NA;NA;NA;"yes";NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;2024-10-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0";NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:15-21:15";NA;NA;"yes";NA;"yes";NA;NA;"yes";"yes";NA;"yes";NA;"yes";NA;NA;NA;NA;NA;NA;NA;"supermarket";"survey";NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3957917;39,4911683
"node/1479104479";"node/1479104479";NA;NA;NA;NA;NA;"46015";NA;NA;NA;"yes";NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2025-04-16;NA;2024-10-04;NA;NA;NA;NA;NA;NA;NA;"wlan";"customers";NA;NA;"0";NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;"yes";NA;NA;NA;NA;NA;NA;"no";"supermarket";"survey";"yes";NA;NA;NA;"yes";NA;-0,3965606;39,4919261
"node/1480123244";"node/1480123244";"València";NA;NA;NA;"22";"46015";"Avda. Cortes Valencianas";NA;NA;"yes";NA;"Consum";"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2025-11-18;NA;2025-06-07;NA;NA;NA;NA;NA;NA;NA;"wlan";"customers";"CONSUM_Clientes";NA;"-1";NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";"Consum Cooperativa";NA;"yes";NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;"yes";"no";NA;"https://www.consum.es/directory/listing/valencia-cortes-valencianas";"yes";NA;-0,3991226;39,4910463
"node/1563550248";"node/1563550248";NA;NA;NA;NA;NA;"46015";NA;NA;NA;"yes";NA;NA;"Carrefour";NA;"Q217599";"fr:Carrefour (enseigne)";NA;NA;NA;NA;2024-09-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wlan";"customers";NA;NA;"0";NA;"Carrefour";"Carrefour";NA;"Carrefour";NA;NA;NA;"09:00-22:00; PH 10:00-22:00";"Centros Comerciales Carrefour S.A.";NA;"yes";NA;"yes";NA;NA;"yes";"yes";NA;"yes";NA;"yes";NA;NA;"+34 608 95 26 28";NA;NA;NA;"no";"supermarket";"survey";"yes";"yes";NA;"https://www.carrefour.es/tiendas-carrefour/hipermercados/carrefour/campanar_-_valencia.aspx";"yes";NA;-0,4047287;39,4771439
"node/1563550254";"node/1563550254";"València";NA;NA;NA;NA;"46015";"C/ GENERAL AVILÉS 79";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";"Survey";NA;NA;NA;"https://www.mercadona.es";"yes";NA;-0,4034198;39,4822947
"node/1594857166";"node/1594857166";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3751377;39,4883983
"node/1594857578";"node/1594857578";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2024-06-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;"wlan";"no";NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://tienda.consum.es";"yes";NA;-0,3728906;39,4868744
"node/1595401596";"node/1595401596";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3465184;39,4630901
"node/1671632000";"node/1671632000";"València";NA;NA;NA;"6";"46022";"Carrer de José María Haro (Magistrat)";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";"Mercadona";NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963720079";NA;NA;NA;NA;"supermarket";"https://www.mercadona.es/list_prov.php";NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3386173;39,468306
"node/1707333838";"node/1707333838";"València";NA;NA;NA;NA;"46023";"C/ MENORCA (C.C. AQUA) 19";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"-1";NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 10:00-22:00";NA;NA;NA;"yes";"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3452875;39,4571156
"node/1708719150";"node/1708719150";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3442311;39,46168
"node/1708940829";"node/1708940829";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;2025-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3444244;39,4718305
"node/1708940860";"node/1708940860";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;2025-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3440704;39,4723916
"node/1708952090";"node/1708952090";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";NA;"Q925132";"es:DIA (supermercados)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Dia";"Dia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3455868;39,4744721
"node/1783289777";"node/1783289777";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3664771;39,45897
"node/1783289780";"node/1783289780";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3758083;39,4604631
"node/1783289781";"node/1783289781";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3660587;39,4615851
"node/1783289782";"node/1783289782";"València";"València";NA;NA;"8";"46004";"Carrer del General San Martín";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-14:00,17:00-20:30";"Consum, S. Coop. Valenciana";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 96 380 58 51";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/";NA;NA;-0,3753612;39,4652948
"node/1783289783";"node/1783289783";"València";"València";NA;NA;NA;"46004";NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;2025-05-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;"yes";NA;NA;"yes";"yes";NA;"yes";NA;"yes";NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3682834;39,4696066
"node/1783289787";"node/1783289787";"València";"València";NA;NA;"56";"46006";"Carrer de Sueca";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 41 35 22";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3741169;39,4598674
"node/1783289793";"node/1783289793";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3644473;39,465406
"node/1792880816";"node/1792880816";"València";"València";"Valencia";NA;"31";"46010";"Carrer d'Alboraia";"Carrer d'Alboraia";"Calle de Alboraya";NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 96 389 16 80";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,370389;39,4826991
"node/1792880817";"node/1792880817";"València";"València";"Valencia";NA;"39";"46010";"Carrer d'Alboraia";"Carrer d'Alboraia";"Calle de Alboraya";NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963620654";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3697138;39,4839609
"node/1850882649";"node/1850882649";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3938248;39,4616985
"node/2149423896";"node/2149423896";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,344867;39,4693231
"node/2281179758";"node/2281179758";"València";NA;NA;NA;"23";"46020";"Carrer d'Emili Baró";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"en:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30; Su,PH off";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 62 36 12";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3620859;39,4855827
"node/2281497821";"node/2281497821";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supercor";NA;"Q6135841";"es:Supercor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supercor";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3660262;39,4898171
"node/2281497833";"node/2281497833";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3642425;39,4908479
"node/2288834261";"node/2288834261";"València";NA;NA;NA;"5";"46011";"Carrer de l'Arquitecte Alfaro";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30; PH off";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963674880";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/directory/listing/valencia-arquitecto-alfaro";NA;NA;-0,3357813;39,4615907
"node/2475527908";"node/2475527908";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Aquara";NA;NA;NA;NA;NA;NA;NA;NA;NA;"only";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3813299;39,4685544
"node/2507735994";"node/2507735994";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Supermercados Amigo";NA;"Amigo";NA;"Q4746234";"en:Amigo Supermarkets";NA;NA;NA;NA;NA;NA;2022-04-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Amigo";NA;NA;NA;NA;NA;NA;"PH,Mo-Su 08:00-22:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3495055;39,4704409
"node/2656119553";"node/2656119553";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3811959;39,4906161
"node/2656119556";"node/2656119556";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;NA;"Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,380819;39,4912511
"node/2682321456";"node/2682321456";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3889864;39,4516666
"node/2682321461";"node/2682321461";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3898444;39,452159
"node/2701330955";"node/2701330955";"València";NA;NA;NA;NA;"46011";"Carrer del Riu Jiloca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Superbotella";NA;NA;NA;NA;NA;NA;"Mo-Su 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,3278699;39,4838763
"node/2701353355";"node/2701353355";"València";NA;NA;NA;"84";"46011";"Avinguda de la Malva-rosa";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963556777";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";"yes";NA;-0,3279389;39,4807087
"node/2808230980";"node/2808230980";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";"yes";NA;-0,3568309;39,4782614
"node/3013881972";"node/3013881972";"València";NA;NA;NA;"1";"46008";"Carrer del Palleter";NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 900 50 01 03";NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";"yes";NA;-0,3856018;39,4678704
"node/3283707161";"node/3283707161";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3907142;39,4707871
"node/3467890619";"node/3467890619";"València";NA;NA;NA;"8";"46021";"Plaça del Xúquer";NA;NA;NA;NA;NA;"ALDI";NA;"Q41171373";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"ALDI";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;"yes";NA;-0,3507026;39,4766124
"node/3521129116";"node/3521129116";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Charter";NA;"Q95916752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Charter";NA;NA;NA;NA;NA;NA;"Mo-Sa 09:00-14:00,17:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.consum.es/supermercados/valencia-felipe-de-gauna/";NA;NA;-0,3333855;39,4715908
"node/3593701732";"node/3593701732";"València";NA;NA;NA;"39";"46035";"Estación";NA;NA;NA;NA;NA;"Consum";NA;"Q8350308";"es:Consum";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Consum";"Consum";NA;NA;NA;NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 900 50 01 26";NA;NA;NA;NA;"supermarket";NA;NA;"yes";NA;"https://www.consum.es/";"yes";NA;-0,4225617;39,5005373
"node/3600385824";"node/3600385824";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";NA;"Q377705";"es:Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mercadona";"Mercadona";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;"https://www.mercadona.es";NA;NA;-0,3929365;39,49323
"node/3607188804";"node/3607188804";NA;NA;NA;NA;"3";"46035";"Calle Campamento";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Natur House";NA;NA;NA;NA;NA;NA;NA;NA;NA;"only";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,4200779;39,5026175
"node/3608183860";"node/3608183860";NA;NA;NA;NA;"12";"46035";"Calle de Felipe Valls";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Blat Market";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"supermarket";NA;NA;NA;NA;NA;NA;NA;-0,4183289;39,4995991
