"id";"X.id";"addr.city";"addr.city.ca";"addr.city.es";"addr.floor";"addr.housename";"addr.housenumber";"addr.postcode";"addr.street";"addr.street.ca";"addr.street.es";"alt_name";"alt_website";"amenity";"brand";"building";"check_date";"check_date.opening_hours";"contact.email";"contact.facebook";"contact.phone";"contact.twitter";"contact.website";"contact.whatsapp";"delivery.covid19";"description";"designation";"dispensing";"drive_through";"email";"entrance";"healthcare";"indoor";"internet_access";"internet_access.fee";"level";"mobile";"name";"name.ca";"name.es";"name.signed";"opening_hours";"opening_hours.covid19";"operator";"operator.type";"outdoor_seating";"payment.account_cards";"payment.cards";"payment.cash";"payment.contactless";"payment.credit_cards";"payment.debit_cards";"payment.mastercard";"payment.qr_code";"payment.visa";"phone";"ref";"room";"source";"takeaway.covid19";"toilets.wheelchair";"website";"wheelchair";"longitud";"latitud"
"node/2334539956";"node/2334539956";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";-0,3451702;39,474765
"node/2334540595";"node/2334540595";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Blasco Ibáñez";"Blasco Ibáñez";NA;NA;"Mo-Fr 09:00-21:00; Sa 10:00-14:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"limited";-0,3473056;39,4733029
"node/2475527976";"node/2475527976";NA;NA;NA;NA;NA;"2";NA;NA;NA;NA;NA;"www.boixcosmetics.com";"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Boix & Boix Cosmetics";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963528985";NA;NA;NA;NA;NA;"https://farmaciaboix.com/";NA;-0,3797513;39,4679869
"node/2477521752";"node/2477521752";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3332363;39,383047
"node/2506470179";"node/2506470179";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Guadalupe Llatas";NA;NA;NA;"Su-Fr 09:00-14:00,17:00-20:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3683758;39,4716537
"node/2506490502";"node/2506490502";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Palomares Cuéllar";NA;NA;NA;"Mo-Sa 09:00-14:30,16:30-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3490105;39,4704199
"node/2508211126";"node/2508211126";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;2024-03-31;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Colón";NA;NA;NA;"Mo-Su 09:00-22:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,372029;39,4689358
"node/2508922323";"node/2508922323";NA;NA;NA;NA;NA;"113";"46022";"Avinguda de Blasco Ibáñez";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Sabina";"Sabina";NA;NA;"Mo-Sa 09:00-21:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 71 81 66";NA;NA;NA;NA;NA;NA;"yes";-0,3442577;39,4734062
"node/2700282750";"node/2700282750";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Blanquerias";NA;"Место автобуса";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3772665;39,479918
"node/2701348621";"node/2701348621";"València";NA;NA;NA;NA;"106";"46011";"Avinguda de la Malva-rosa";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Farmacia Llopis Gonzalez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3279727;39,4817837
"node/2932115230";"node/2932115230";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3939359;39,4727429
"node/2932115231";"node/2932115231";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3942262;39,4704897
"node/2932115232";"node/2932115232";"València";NA;NA;NA;NA;"2";"46008";"Carrer de Martí l’Humà";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";"no";NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Mo-Fr 09:00-14:00,16:30-20:00; Sa 09:00-14:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963855232";NA;NA;NA;NA;NA;NA;NA;-0,3920107;39,4719028
"node/2932127225";"node/2932127225";"València";NA;NA;NA;NA;"8";"46023";"Avinguda del Port";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Ruiz Aznar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,359799;39,4679179
"node/3105343389";"node/3105343389";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963493352";NA;NA;NA;NA;NA;NA;NA;-0,3847637;39,4826914
"node/3106905147";"node/3106905147";"València";NA;NA;NA;NA;"6";"46015";"Avinguda de Manuel de Falla";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Mª Soledad Yoldi Galar";NA;NA;NA;"Mo-Fr 09:00-21:00; Sa 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 40 23 46";NA;NA;NA;NA;NA;NA;"yes";-0,3984763;39,4760869
"node/3371552756";"node/3371552756";"València";NA;NA;NA;NA;"38";"46020";"Carrer d'Albocàsser";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Lda. Encarna Ibañez";NA;NA;NA;"Mo-Fr 09:00-13:30,16:30-20:00; Sa 09:00-13:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3660711;39,4885503
"node/3412612490";"node/3412612490";"València";NA;NA;NA;NA;"8";"46003";"Plaça de la Virgen";NA;NA;NA;NA;"pharmacy";NA;NA;2025-05-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Reyes Chamero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963916821";NA;NA;NA;NA;NA;NA;NA;-0,374939;39,4767018
"node/3412612903";"node/3412612903";"València";NA;NA;NA;NA;"33";"46003";"Carrer dels Serrans";NA;NA;NA;NA;"pharmacy";NA;NA;2024-04-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Blanch";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34963914016";NA;NA;NA;NA;NA;NA;NA;-0,3763602;39,4787417
"node/3586043395";"node/3586043395";NA;NA;NA;NA;NA;"65";"46013";"Avinguda d'Amado Granell Mesado (Militar)";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Marcos Bohiges";NA;"Marcos Bohiges";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 961001430";NA;NA;NA;NA;NA;NA;NA;-0,3610314;39,45385
"node/3593701735";"node/3593701735";NA;NA;NA;NA;NA;"2";"46035";"Calle de la Esperanza";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Llorens Sancho";NA;NA;NA;NA;NA;"Rafael Llorens Montañana";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963400703";NA;NA;NA;NA;NA;"http://farmaciallorens.com/";NA;-0,4190278;39,4985565
"node/3600744746";"node/3600744746";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3925264;39,4933622
"node/3607188794";"node/3607188794";NA;NA;NA;NA;NA;"1";"46035";"Calle Campamento";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";"no";NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Campamento";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963640231";NA;NA;NA;NA;NA;NA;NA;-0,4199039;39,5026717
"node/3608183847";"node/3608183847";NA;NA;NA;NA;NA;"30";"46035";"Calle de Felipe Valls";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,4186138;39,5002469
"node/3615341676";"node/3615341676";NA;NA;NA;NA;NA;"1";"46035";"Arquitecto Gilabert";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Pascual Maiques Nadal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963641086";NA;NA;NA;NA;NA;NA;NA;-0,4169716;39,5022114
"node/3626097512";"node/3626097512";NA;NA;NA;NA;NA;"66";NA;"Carrer Quart";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Bellver";"Bellver";NA;NA;"Mo-Fr 09:00-20:00; Sa 09:30-14:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3848569;39,4755191
"node/3657800506";"node/3657800506";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;2024-09-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;NA;"pharmacy";NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"survey";NA;NA;NA;"yes";-0,3764093;39,4711877
"node/3686352682";"node/3686352682";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Lds. Oliver, C.B.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3428354;39,4625882
"node/3699314152";"node/3699314152";"València";"València";"Valencia";NA;NA;"26";"46010";"Carrer d'Alboraia";"Carrer d'Alboraia";"Calle de Alboraya";NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"yes";"no";NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Interapothek";NA;NA;NA;"Mo-Fr 08:30-22:00; Sa, Su 09:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3705312;39,4818302
"node/3882420485";"node/3882420485";NA;NA;NA;NA;NA;"107";"46007";"Carrer de Sant Vicent Màrtir";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia 24 horas Plaza de España";NA;NA;NA;"24/7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3814973;39,4647211
"node/3957283073";"node/3957283073";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Pastor Pastor";NA;NA;NA;"Mo-Sa 09:00-22:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3280853;39,4733561
"node/4097816879";"node/4097816879";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,368388;39,486719
"node/4111832605";"node/4111832605";NA;NA;NA;NA;NA;"7";NA;"Franco Tormo";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Marcilla";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963782726";NA;NA;NA;NA;NA;NA;NA;-0,3905208;39,4581332
"node/4239945999";"node/4239945999";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Vidal Tello";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3896469;39,4735151
"node/4239998889";"node/4239998889";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Hernandez Gimenez";NA;NA;NA;"Mo-Su,PH 09:00-22:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3887261;39,474861
"node/4266914599";"node/4266914599";NA;NA;NA;NA;NA;NA;"46011";"Carrer de Francesc Eiximenis";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Cabañal";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3324195;39,470872
"node/4366606691";"node/4366606691";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3285525;39,4702795
"node/4596482391";"node/4596482391";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Rosa Ballester";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3781436;39,4551935
"node/4663354322";"node/4663354322";"València";NA;NA;NA;NA;"33";"46026";"Carrer de l'Illa Formentera";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Marvisan C.B.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3795411;39,4472502
"node/4663518768";"node/4663518768";"València";NA;NA;NA;NA;"33";"46026";"Carrer de l'Illa Cabrera";NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Colom Marí";NA;NA;NA;"Mo-Fr 09:00-14:00,16:30-21:00; Sa 09:00-13:30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 33 01 46";NA;NA;NA;NA;NA;NA;NA;-0,3793036;39,4491539
"node/4744203328";"node/4744203328";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;2024-03-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3795264;39,470224
"node/4875990652";"node/4875990652";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Ldo Luis Amigó";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3864154;39,4640164
"node/4893671229";"node/4893671229";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3894467;39,4693781
"node/4907454325";"node/4907454325";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3804716;39,4675291
"node/4952470127";"node/4952470127";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia Cuenca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,386848;39,466218
"node/4989782808";"node/4989782808";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"farmacia 24h";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,356258;39,4671511
"node/4989821193";"node/4989821193";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3509603;39,4656026
"node/4989821200";"node/4989821200";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3495693;39,4651927
"node/4989970383";"node/4989970383";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3346536;39,4604255
"node/4992278232";"node/4992278232";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,352725;39,4657591
"node/5012877449";"node/5012877449";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacia La Barraca";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3293833;39,466554
"node/5012877450";"node/5012877450";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,328614;39,4682375
"node/5016406568";"node/5016406568";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Farmacias de Guardia";NA;NA;NA;"Mo-Sa 09:00-21:00; PH,Su off";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3293355;39,4649355
"node/5016406573";"node/5016406573";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3333159;39,4671125
"node/5022362879";"node/5022362879";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"pharmacy";NA;NA;NA;NA;NA;"Canyamelar";NA;NA;NA;"Mo-Fr 08:00-21:00; Sa 09:00-21:00; Su,PH 09:00-14:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3315429;39,4657337
