"id";"X.id";"access";"addr.city";"addr.city.ca";"addr.city.es";"addr.housenumber";"addr.postcode";"addr.street";"addr.street.ca";"addr.street.es";"alt_name";"alt_name.ca";"alt_name.es";"amenity";"building";"building.levels";"capacity.persons";"check_date";"contact.email";"contact.phone";"contact.website";"description";"education";"email";"fee";"leisure";"level";"name";"name.ca";"name.es";"name.etymology.wikidata";"nohousenumber";"note";"old_name";"opening_hours";"operator";"operator.type";"payment.cash";"payment.credit_cards";"payment.debit_cards";"phone";"ref";"short_name";"source";"sport";"type";"website";"wikidata";"wikipedia";"longitud";"latitud"
"node/1699205685";"node/1699205685";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Poliesportiu Municipal d'Alboraia";"Poliesportiu Municipal d'Alboraia";"Polideportivo Municipal de Alboraya";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3553702;39,4994512
"node/3138728451";"node/3138728451";NA;NA;NA;NA;NA;NA;"Carrer Escotilla";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Club Valenciano de Piragüismo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Piragua";NA;NA;NA;NA;-0,2773647;39,2805574
"node/3394630207";"node/3394630207";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Neo Gym";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3932287;39,4753354
"node/3620721120";"node/3620721120";NA;"València";NA;NA;"14";"46009";"Carrer del Arquebisbe Fabián i Fuero";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Sociedad Deportiva Correcaminos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"athletics;running;climbing";NA;"https://correcaminos.org/";NA;NA;-0,3808486;39,4840816
"node/5246295799";"node/5246295799";NA;"València";NA;NA;NA;"46013";"Carrer d'Ángel Villena";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"El Polideportivo Quatre Carreres, localizado junto a la Ciudad de las Artes y de las Ciencias de Valencia, ofrece unas instalaciones modernas y accesibles. Consta de dos campos de rugby de césped artificial, cuatro pistas exteriores de pádel de cristal.";NA;NA;"yes";"sports_centre";NA;"Polideportivo Quatre Carreres";NA;NA;NA;"yes";"Conocido como La Ciudad del Rugby, el polideportivo está actualmente gestionado por el Rugby Club Valencia, club de referencia del rugby valenciano.";NA;NA;NA;NA;NA;NA;NA;"+34 678 80 89 02;+34 962 11 28 06";NA;NA;NA;NA;NA;"https://www.polideportivo4c.com/";NA;NA;-0,3629515;39,4508053
"node/6127807413";"node/6127807413";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Sala de escalada.";NA;"laifclimbingym@gmail.com";NA;"sports_centre";NA;"Laif Climbing Gym";NA;NA;NA;NA;NA;NA;"Mo-Th 10:30-22:00; Fr-Su 10:00-14:00,17:00-21:00";NA;NA;NA;NA;NA;"+34 963 38 44 88";NA;NA;NA;"climbing";NA;"http://www.laifclimbinggym.com";NA;NA;-0,3931954;39,5007671
"node/6445318708";"node/6445318708";NA;"València";NA;NA;"6";"46025";"Avinguda de l'Equador";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Atalanta Ronda Norte Sport Club Spa";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3876407;39,4931623
"node/6803337291";"node/6803337291";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Crossfit supreme Goat";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3551085;39,466799
"node/7300246163";"node/7300246163";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Crossfit Grau";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3400997;39,4588575
"node/8327343478";"node/8327343478";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;"Complejo Deportivo Patraix";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3929742;39,4599444
"node/8702000841";"node/8702000841";NA;"València";"València";"Valencia";"10";"46022";"Carrer del Duc de Gaeta";"Carrer del Duc de Gaeta";"Calle del Duque de Gaeta";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"bunkervalencia@gmail.com";"yes";"sports_centre";NA;"Bunker Club de Escalada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"+34 963 364 116";NA;NA;NA;"bouldering;climbing";NA;"https://bunkervalencia.wixsite.com/";NA;NA;-0,3498396;39,4658166
"node/10189281660";"node/10189281660";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2022-11-16;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"climbing";NA;NA;NA;NA;-0,3395991;39,480349
"node/11329182902";"node/11329182902";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sports_centre";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"climbing";NA;NA;NA;NA;-0,3574533;39,4655759
"node/12201426143";"node/12201426143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2024-09-26;NA;NA;NA;NA;NA;NA;NA;"sports_centre";"0";"Move Mind & Body";NA;NA;NA;NA;NA;NA;"Mo-Th 08:00-21:30; Fr 08:00-13:30,18:00-20:00; Sa-Su off";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,4001851;39,4952515
"node/13313848265";"node/13313848265";NA;NA;NA;NA;NA;"46015";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2025-11-18;NA;NA;"https://activaclub.es/";NA;NA;NA;NA;"sports_centre";NA;"Activaclub Nou Mestalla";NA;NA;NA;NA;NA;NA;"Mo-Fr 06:00-23:00; Sa-Su 08:00-21:00";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,3988466;39,4909096
